Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,//,6984999,17,8,39.61841509885442,3.640980000000127,55746.0701,949.9976879023176,8364.752816096465,0.020358026947983804,8,11,35,80,150,160,170,180,460,1800,56000
,Aggregated,6984999,17,8,39.61841509885442,3.640980000000127,55746.0701,949.9976879023176,8364.752816096465,0.020358026947983804,8,11,35,80,150,160,170,180,460,1800,56000
